baby_change_facilities,bbq,boat_ramp,caravan_disposal,accessible,,,driver_reviver,emergency_phones,food_available,fuel_available,lighting,litter_bins,lookout,pets_allowed,picnic_table,playground,power_outlets,power_supply,shade,shelter,,,sports_ground,toilets,tourist_information,tree_shading,water_supply_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,2,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TRUE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,3,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,2,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,2,FALSE,FALSE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,4,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,2,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,2,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,,FALSE,4,FALSE,FALSE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,4,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,4,TRUE,TRUE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,4,FALSE,TRUE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,2,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,1,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,2,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,2,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,7,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,2,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,2,FALSE,TRUE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,0,FALSE,TRUE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,FALSE,2,FALSE,TRUE,WATER TRUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,1,FALSE,FALSE,TOWN SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE,2,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,0,FALSE,FALSE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,1,FALSE,FALSE,RAINWATER TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
